LIPID,Mock_0hr_M_1_001,Mock_0hr_M_2_087,Mock_0hr_M_3_045,Mock_0hr_M_4_101,Mock_0hr_M_5_109,Mock_3hr_M_1_035,Mock_3hr_M_2_003,Mock_3hr_M_3_074,Mock_3hr_M_4_013,Mock_3hr_M_5_100,Mock_7hr_M_1_018,Mock_7hr_M_2_038,Mock_7hr_M_3_086,Mock_7hr_M_4_119,Mock_7hr_M_5_076,Mock_12hr_M_1_110,Mock_12hr_M_2_002,Mock_12hr_M_3_075,Mock_12hr_M_4_054,Mock_12hr_M_5_090,Mock_18hr_M_1_082,Mock_18hr_M_2_037,Mock_18hr_M_3_043,Mock_18hr_M_4_115,Mock_18hr_M_5_007,Mock_24hr_M_1_069,Mock_24hr_M_2_081,Mock_24hr_M_3_060,Mock_24hr_M_4_004,Mock_24hr_M_5_111,FM_0hr_M_1_099,FM_0hr_M_2_073,FM_0hr_M_3_011,FM_0hr_M_4_027,FM_0hr_M_5_051,FM_3hr_M_1_107,FM_3hr_M_2_044,FM_3hr_M_3_080,FM_3hr_M_4_012,FM_3hr_M_5_049,FM_7hr_M_1_046,FM_7hr_M_2_070,FM_7hr_M_3_010,FM_7hr_M_4_088,FM_7hr_M_5_097,FM_12hr_M_1_031,FM_12hr_M_2_094,FM_12hr_M_3_068,FM_12hr_M_4_117,FM_12hr_M_5_028,FM_18hr_M_1_103,FM_18hr_M_2_093,FM_18hr_M_3_056,FM_18hr_M_4_019,FM_18hr_M_5_084,FM_24hr_M_1_114,FM_24hr_M_2_030,FM_24hr_M_3_091,FM_24hr_M_4_067,FM_24hr_M_5_041,AH1_0hr_M_1_089,AH1_0hr_M_2_039,AH1_0hr_M_3_098,AH1_0hr_M_4_006,AH1_0hr_M_5_014,AH1_3hr_M_1_022,AH1_3hr_M_2_059,AH1_3hr_M_3_083,AH1_3hr_M_5_116,AH1_7hr_M_1_020,AH1_7hr_M_2_061,AH1_7hr_M_3_120,AH1_7hr_M_4_047,AH1_7hr_M_5_050,AH1_12hr_M_1_029,AH1_12hr_M_2_036,AH1_12hr_M_3_085,AH1_12hr_M_4_108,AH1_12hr_M_5_066,AH1_18hr_M_1_025,AH1_18hr_M_2_077,AH1_18hr_M_3_113,AH1_18hr_M_4_040,AH1_18hr_M_5_064,AH1_24hr_M_1_017,AH1_24hr_M_2_092,AH1_24hr_M_3_063,AH1_24hr_M_4_112,AH1_24hr_M_5_057,691_0hr_M_1_062,691_0hr_M_2_015,691_0hr_M_3_095,691_0hr_M_4_032,691_0hr_M_5_058,691_3hr_M_1_023,691_3hr_M_2_021,691_3hr_M_3_118,691_3hr_M_4_034,691_3hr_M_5_065,691_7hr_M_1_016,691_7hr_M_2_055,691_7hr_M_3_078,691_7hr_M_4_026,691_7hr_M_5_102,691_12hr_M_1_052,691_12hr_M_2_008,691_12hr_M_3_005,691_12hr_M_4_072,691_12hr_M_5_105,691_18hr_M_1_042,691_18hr_M_2_096,691_18hr_M_3_053,691_18hr_M_4_009,691_18hr_M_5_079,691_24hr_M_1_104,691_24hr_M_2_071,691_24hr_M_3_033,691_24hr_M_4_024,691_24hr_M_5_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(15:0/18:1/0:0)_CoE,16.043,15.570,15.083,14.955,15.363,14.765,15.436,15.883,15.264,15.224,15.002,15.097,15.145,15.474,15.468,15.327,14.927,15.119,14.955,15.563,15.036,15.368,15.180,15.141,15.096,15.156,15.011,15.525,15.500,15.555,15.645,15.881,15.973,15.754,15.608,15.498,15.490,15.369,15.300,15.553,14.524,14.845,14.764,14.679,15.177,15.292,14.833,14.947,14.543,15.501,15.029,15.115,14.386,15.435,14.664,14.880,14.897,14.926,14.584,14.712,15.604,15.483,14.915,15.467,15.478,15.095,15.396,15.697,15.755,15.297,15.062,15.507,15.213,14.962,14.822,14.614,15.358,15.047,15.039,14.716,14.585,14.932,14.996,14.660,14.745,15.083,14.513,15.186,15.251,15.729,15.621,15.515,15.791,15.565,16.065,15.524,15.570,15.675,15.837,15.444,15.069,15.220,15.726,15.625,15.247,15.094,14.682,15.127,14.910,14.794,14.882,14.682,15.113,15.437,15.002,14.595,14.828,14.190,14.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(16:0/0:0/16:0),19.623,19.513,19.041,18.547,19.201,17.901,19.148,19.357,19.186,19.271,19.146,19.074,19.134,19.031,19.198,19.567,19.124,19.278,19.160,19.347,19.425,19.308,19.527,19.245,19.751,19.040,19.361,19.553,19.542,19.172,19.528,19.855,19.893,19.517,19.618,19.282,19.189,19.390,19.389,19.402,17.922,18.649,18.599,18.113,19.059,19.246,19.170,19.277,19.040,18.962,19.518,19.367,18.629,19.787,19.463,19.400,19.349,19.230,19.155,18.954,19.537,19.560,18.407,19.559,19.335,18.831,19.155,19.135,19.144,19.198,18.986,19.081,18.833,18.905,19.301,19.228,19.462,19.417,19.250,19.611,19.391,19.705,19.725,19.718,19.466,19.391,19.251,19.299,19.712,19.582,19.574,19.640,19.815,19.770,19.732,19.682,19.772,19.825,19.571,19.307,19.163,19.212,19.253,19.588,19.533,19.290,19.359,19.456,19.440,19.548,19.596,19.582,19.611,19.960,19.253,19.377,19.834,19.388,19.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(16:0/16:1/0:0)_CoE,17.293,17.610,17.070,16.726,17.326,16.121,17.333,17.509,17.352,17.204,17.714,17.526,17.654,17.311,17.888,17.937,17.516,17.642,17.658,17.815,17.577,17.564,17.745,17.964,18.094,17.415,17.408,18.017,18.317,17.932,17.614,17.942,17.888,17.535,17.445,17.213,17.397,17.277,17.669,17.262,16.860,17.100,16.945,16.629,17.434,17.754,17.306,17.488,17.410,17.607,17.569,17.964,17.320,17.799,17.393,17.170,17.273,16.617,16.841,16.288,17.546,17.937,17.296,17.446,17.648,17.026,17.305,17.473,17.317,17.780,17.348,17.717,17.490,17.317,17.439,17.360,17.872,17.547,17.778,17.421,16.799,17.496,17.169,17.498,17.063,16.728,16.552,16.930,16.869,18.034,17.689,17.650,17.720,17.656,18.057,17.692,17.789,17.958,17.706,17.965,17.529,17.470,18.033,18.052,17.956,17.710,17.779,17.694,17.618,17.509,17.532,17.410,17.696,17.803,16.825,16.837,17.197,16.888,17.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(16:0/17:1/0:0)_CoE,16.043,15.570,15.083,14.955,15.363,14.765,15.436,15.883,15.264,15.224,15.002,15.097,15.145,15.474,15.468,15.327,14.927,15.119,14.955,15.563,15.036,15.368,15.180,15.141,15.096,15.156,15.011,15.525,15.500,15.555,15.645,15.881,15.973,15.754,15.608,15.498,15.490,15.369,15.300,15.553,14.524,14.845,14.764,14.679,15.177,15.292,14.833,14.947,14.543,15.501,15.029,15.115,14.386,15.435,14.664,14.880,14.897,14.926,14.584,14.712,15.604,15.483,14.915,15.467,15.478,15.095,15.396,15.697,15.755,15.297,15.062,15.507,15.213,14.962,14.822,14.614,15.358,15.047,15.039,14.716,14.585,14.932,14.996,14.660,14.745,15.083,14.513,15.186,15.251,15.729,15.621,15.515,15.791,15.565,16.065,15.524,15.570,15.675,15.837,15.444,15.069,15.220,15.726,15.625,15.247,15.094,14.682,15.127,14.910,14.794,14.882,14.682,15.113,15.437,15.002,14.595,14.828,14.190,14.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(16:0/18:0/0:0),18.463,18.437,18.236,18.355,18.234,17.645,17.894,18.174,17.931,18.205,18.303,18.002,18.260,17.674,17.995,18.010,17.951,17.649,17.926,17.903,18.139,17.871,18.082,17.789,18.477,17.865,17.882,17.834,17.888,17.611,18.670,18.838,18.789,18.654,18.337,18.055,17.927,17.993,18.230,18.010,16.922,17.361,18.332,17.522,17.813,17.929,18.106,17.966,17.550,17.893,18.453,18.548,17.878,18.366,18.346,18.617,18.273,18.175,18.063,18.206,18.689,18.876,18.403,18.509,18.650,18.102,18.341,18.185,18.173,18.017,17.525,17.976,17.655,18.051,18.471,18.310,18.267,18.329,18.031,18.782,18.268,18.884,18.574,18.633,18.335,18.064,18.386,18.096,18.429,18.463,18.490,18.731,18.731,18.723,18.489,18.573,18.573,18.447,18.064,18.198,17.676,17.915,18.145,18.031,18.365,18.268,18.215,18.250,17.805,18.336,18.499,18.662,18.578,18.468,18.200,18.318,18.627,18.379,18.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(16:0/20:1/0:0)_CoE,20.661,20.583,19.665,19.305,20.145,19.543,20.366,20.546,20.106,20.228,19.861,19.511,19.494,19.708,19.646,19.789,19.698,19.537,19.366,19.454,19.522,19.531,19.396,19.463,19.520,19.104,19.405,19.668,19.780,19.570,19.921,19.957,19.824,19.955,19.855,20.618,20.272,20.098,20.131,20.299,18.812,19.072,18.981,18.818,19.044,20.027,18.836,18.856,18.855,19.100,19.408,19.392,18.503,19.630,19.135,19.326,19.397,19.176,18.976,19.322,20.364,19.957,19.212,19.856,19.804,20.027,20.336,20.104,20.661,20.091,19.634,19.975,19.703,19.277,19.214,19.083,19.539,19.209,19.282,19.313,19.207,19.526,19.187,19.038,19.528,19.737,19.459,19.830,19.715,20.095,19.803,19.646,19.869,19.793,20.626,20.411,20.319,20.344,20.464,19.224,19.233,19.352,19.468,19.182,19.631,19.249,18.999,19.296,19.408,19.092,19.087,19.076,19.115,19.228,19.293,19.111,19.301,19.133,19.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(16:0/22:1/0:0)_CoE,17.699,17.484,16.725,16.895,17.276,16.740,17.135,17.411,17.028,17.215,16.781,16.446,16.742,16.850,16.756,16.780,16.538,16.513,16.482,16.680,16.911,17.023,16.912,16.882,16.672,16.169,16.753,16.855,17.037,16.840,17.433,17.560,17.300,17.360,17.590,17.673,17.291,17.251,17.119,17.490,16.235,16.257,16.076,16.114,16.596,17.421,16.518,16.483,16.308,16.507,16.798,16.958,16.365,17.100,16.548,16.514,16.518,16.373,16.290,16.529,17.706,17.214,17.009,17.353,17.180,16.859,17.554,17.252,17.292,16.915,16.796,16.802,16.904,16.637,16.321,16.401,16.690,16.471,16.470,16.429,16.351,16.661,16.444,16.244,16.402,16.523,16.484,16.610,16.814,17.597,17.625,17.589,17.516,17.325,17.805,17.431,17.682,17.345,17.662,16.703,16.585,16.777,16.985,16.615,17.017,16.705,16.582,17.011,16.944,16.489,16.398,16.643,16.470,16.857,16.184,16.359,16.379,16.310,16.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(16:1/22:1/0:0),15.085,15.394,15.379,15.585,15.040,16.103,15.574,15.842,15.885,15.536,15.800,15.797,15.374,15.241,15.863,15.483,15.504,15.103,15.657,15.436,15.653,14.777,15.819,15.513,15.645,15.427,14.530,14.980,15.192,14.980,15.242,15.182,15.217,15.651,15.151,15.703,15.924,15.403,16.442,15.953,14.911,15.769,16.046,15.708,15.988,15.639,15.913,15.708,15.594,15.985,15.169,15.822,15.633,15.488,14.908,15.845,15.336,15.482,15.091,14.664,15.135,15.578,15.834,15.857,16.063,16.327,15.541,15.805,15.939,16.191,15.516,15.648,15.615,15.287,16.164,15.479,15.567,15.952,15.203,15.010,15.128,15.567,15.538,16.246,15.239,15.015,15.108,15.760,15.141,15.320,14.814,14.936,15.347,15.713,16.111,16.185,15.310,15.359,15.905,15.756,15.173,15.607,15.975,15.433,15.923,16.032,15.328,15.765,15.294,15.831,15.985,15.079,16.071,15.559,15.521,15.765,15.771,15.501,15.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(17:1/18:1/0:0),16.067,15.904,14.976,15.229,15.738,15.251,15.733,15.921,15.611,15.579,15.723,15.510,15.410,15.579,15.608,15.750,15.247,15.547,15.291,15.726,15.496,15.397,15.245,15.364,15.452,14.803,14.960,15.622,15.695,15.363,15.871,16.006,16.130,16.044,16.028,15.915,15.575,15.491,15.476,15.692,14.691,15.070,14.972,14.722,15.253,15.446,14.933,15.042,14.681,15.118,15.234,15.476,14.720,15.423,14.850,14.690,15.032,14.560,14.400,14.488,15.807,15.864,15.534,15.985,15.813,15.142,15.725,15.934,15.785,15.760,15.491,15.801,15.560,15.090,14.941,15.126,15.695,15.218,15.278,14.905,14.434,15.123,15.273,14.696,14.805,14.878,14.632,15.026,15.219,16.157,16.064,15.649,16.019,15.838,16.119,15.695,15.670,15.773,15.847,15.631,15.194,15.520,15.614,15.773,15.374,15.038,14.789,15.206,14.989,14.744,14.768,14.960,15.070,15.163,14.180,14.316,14.483,14.273,14.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:0/18:1/0:0)_CoE,20.661,20.583,19.665,19.305,20.145,19.543,20.366,20.546,20.106,20.228,19.861,19.511,19.494,19.708,19.646,19.789,19.698,19.537,19.366,19.454,19.522,19.531,19.396,19.463,19.520,19.104,19.405,19.668,19.780,19.570,19.921,19.957,19.824,19.955,19.855,20.618,20.272,20.098,20.131,20.299,18.812,19.072,18.981,18.818,19.044,20.027,18.836,18.856,18.855,19.100,19.408,19.392,18.503,19.630,19.135,19.326,19.397,19.176,18.976,19.322,20.364,19.957,19.212,19.856,19.804,20.027,20.336,20.104,20.661,20.091,19.634,19.975,19.703,19.277,19.214,19.083,19.539,19.209,19.282,19.313,19.207,19.526,19.187,19.038,19.528,19.737,19.459,19.830,19.715,20.095,19.803,19.646,19.869,19.793,20.626,20.411,20.319,20.344,20.464,19.224,19.233,19.352,19.468,19.182,19.631,19.249,18.999,19.296,19.408,19.092,19.087,19.076,19.115,19.228,19.293,19.111,19.301,19.133,19.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:0/18:2/0:0)_CoE,21.081,20.800,20.113,20.402,20.477,20.189,20.499,20.842,20.369,20.443,20.625,20.155,20.192,20.253,20.401,20.417,20.086,20.188,20.060,20.457,20.197,19.933,20.112,20.088,20.219,19.757,19.965,20.474,20.481,20.246,20.634,20.995,20.820,20.584,20.534,20.680,20.623,20.416,20.344,20.388,19.430,19.730,19.693,19.462,19.768,20.268,19.725,19.742,19.657,19.877,20.048,20.213,19.521,20.219,19.739,19.508,19.887,19.512,19.210,19.205,20.718,20.681,20.167,20.712,20.427,20.021,20.597,20.534,20.647,20.428,20.252,20.557,20.213,19.960,19.752,19.756,20.427,19.909,20.154,19.543,19.249,19.887,19.780,19.319,19.689,18.317,19.422,19.693,19.790,20.908,20.705,20.558,20.770,20.430,20.875,20.575,20.542,20.641,20.708,20.317,19.809,20.378,20.221,20.456,20.096,19.665,19.648,19.842,19.850,19.467,19.411,19.484,19.786,19.966,19.035,19.099,19.421,19.250,19.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:0/20:1/0:0)_CoE,17.699,17.484,16.725,16.895,17.276,16.740,17.135,17.411,17.028,17.215,16.781,16.446,16.742,16.850,16.756,16.780,16.538,16.513,16.482,16.680,16.911,17.023,16.912,16.882,16.672,16.169,16.753,16.855,17.037,16.840,17.433,17.560,17.300,17.360,17.590,17.673,17.291,17.251,17.119,17.490,16.235,16.257,16.076,16.114,16.596,17.421,16.518,16.483,16.308,16.507,16.798,16.958,16.365,17.100,16.548,16.514,16.518,16.373,16.290,16.529,17.706,17.214,17.009,17.353,17.180,16.859,17.554,17.252,17.292,16.915,16.796,16.802,16.904,16.637,16.321,16.401,16.690,16.471,16.470,16.429,16.351,16.661,16.444,16.244,16.402,16.523,16.484,16.610,16.814,17.597,17.625,17.589,17.516,17.325,17.805,17.431,17.682,17.345,17.662,16.703,16.585,16.777,16.985,16.615,17.017,16.705,16.582,17.011,16.944,16.489,16.398,16.643,16.470,16.857,16.184,16.359,16.379,16.310,16.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:0/20:4/0:0),20.512,20.321,19.286,18.918,19.306,19.956,20.045,20.326,19.711,19.812,20.201,19.416,18.935,19.446,19.212,19.937,19.832,19.077,18.919,19.391,18.925,18.906,18.406,18.836,18.320,18.211,18.067,18.645,19.487,18.741,18.405,19.011,18.755,18.614,18.849,20.462,20.258,19.166,19.580,20.190,18.131,18.347,18.256,17.742,18.525,19.279,18.290,17.846,17.502,18.147,18.314,18.770,17.206,18.199,17.446,18.323,18.475,18.247,17.786,18.605,19.812,19.353,18.489,18.876,18.754,19.663,20.059,19.824,20.678,20.074,19.575,19.830,19.732,18.558,18.474,18.189,19.144,18.690,18.758,18.146,18.303,18.375,18.501,17.805,18.746,19.362,18.692,19.400,19.028,18.566,18.410,17.884,18.013,18.027,20.178,20.007,19.733,19.714,20.324,18.718,18.403,18.513,18.753,18.316,18.636,18.307,17.683,18.061,17.883,17.794,17.572,17.143,17.467,17.587,18.795,18.275,18.641,18.232,18.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:0/22:4/0:0),17.442,17.412,16.493,15.513,16.699,16.927,17.629,17.580,17.242,17.517,17.253,16.066,16.358,16.365,16.437,17.150,16.807,16.201,16.139,16.150,16.482,16.087,16.233,16.215,16.046,15.880,16.407,16.719,16.835,16.296,16.738,16.635,16.509,16.415,16.692,18.335,17.908,17.393,17.457,17.713,15.762,15.974,15.606,15.426,15.853,16.965,15.671,15.531,15.402,15.967,16.182,16.438,14.446,16.263,15.759,16.355,16.552,16.286,16.089,16.106,17.167,16.572,16.131,16.475,16.335,17.264,17.735,17.653,18.296,17.319,16.625,16.792,16.853,16.320,15.424,15.739,16.601,16.127,16.275,16.027,15.933,15.872,16.222,15.475,16.506,16.574,16.295,16.901,16.758,16.581,16.725,16.236,16.273,16.320,18.227,18.009,18.306,18.039,18.280,15.851,15.772,15.756,16.457,15.870,16.941,16.463,16.194,16.427,16.453,15.878,15.735,16.017,15.802,16.027,16.825,16.665,16.792,16.721,16.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:0/22:5/0:0)_CoE,17.364,16.987,16.213,15.761,16.421,16.403,16.894,17.153,16.475,16.639,16.516,16.171,15.826,16.068,16.222,16.480,16.349,16.187,15.906,16.418,15.795,15.668,15.510,15.410,15.643,14.953,15.168,15.675,15.968,15.511,15.294,15.913,15.798,15.544,15.678,17.290,16.752,16.073,16.338,16.716,14.670,15.460,15.359,14.822,15.341,15.871,14.482,14.785,14.748,14.950,15.444,15.182,13.797,15.335,14.431,15.091,15.336,14.947,14.378,14.634,16.259,15.859,15.489,16.277,15.555,16.461,16.883,16.742,16.882,16.533,16.448,16.535,16.190,15.544,15.419,15.206,16.036,15.668,15.957,15.286,15.018,15.464,15.266,14.747,15.753,15.971,15.524,16.011,16.103,15.525,15.506,14.957,15.081,14.950,16.696,16.254,16.096,16.332,16.615,15.291,15.227,15.526,15.574,15.452,14.844,14.676,14.372,14.786,14.403,14.479,14.510,14.113,14.023,14.658,14.566,14.652,14.915,14.499,14.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:1/0:0/18:1)_CoE,21.081,20.800,20.113,20.402,20.477,20.189,20.499,20.842,20.369,20.443,20.625,20.155,20.192,20.253,20.401,20.417,20.086,20.188,20.060,20.457,20.197,19.933,20.112,20.088,20.219,19.757,19.965,20.474,20.481,20.246,20.634,20.995,20.820,20.584,20.534,20.680,20.623,20.416,20.344,20.388,19.430,19.730,19.693,19.462,19.768,20.268,19.725,19.742,19.657,19.877,20.048,20.213,19.521,20.219,19.739,19.508,19.887,19.512,19.210,19.205,20.718,20.681,20.167,20.712,20.427,20.021,20.597,20.534,20.647,20.428,20.252,20.557,20.213,19.960,19.752,19.756,20.427,19.909,20.154,19.543,19.249,19.887,19.780,19.319,19.689,19.374,19.422,19.693,19.790,20.908,20.705,20.558,20.770,20.430,20.875,20.575,20.542,20.641,20.708,20.317,19.809,20.378,20.221,20.456,20.096,19.665,19.648,19.842,19.850,19.467,19.411,19.484,19.786,19.966,19.035,19.099,19.421,19.250,19.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:1/18:2/0:0),18.109,17.957,17.354,17.932,17.744,18.134,18.275,18.396,18.044,18.217,18.382,18.099,18.249,18.061,18.224,18.476,18.024,18.420,18.267,18.690,17.948,17.800,17.827,17.935,18.154,17.613,17.769,18.192,18.309,18.049,17.341,17.707,17.457,17.381,17.130,18.247,18.200,17.750,17.828,17.678,17.579,17.257,17.715,17.482,17.641,17.944,17.271,17.521,17.243,17.483,17.732,17.743,17.484,17.827,17.244,17.383,17.694,17.082,17.006,16.902,17.714,17.693,17.656,17.774,17.382,17.855,18.432,18.217,18.342,18.308,18.150,18.477,18.044,17.929,17.785,17.836,18.286,17.910,17.929,17.629,17.348,18.012,17.712,17.383,17.930,17.863,17.881,18.015,18.116,17.474,17.089,17.039,17.127,16.907,18.375,18.092,18.272,18.236,18.080,18.004,17.590,17.677,17.845,17.892,17.524,17.133,17.114,17.331,17.157,17.061,16.853,17.003,17.167,17.178,16.593,16.573,16.883,16.508,16.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:1/20:1/0:0),19.682,19.299,18.761,17.731,19.335,17.555,18.941,19.285,18.913,18.864,18.516,18.684,18.508,18.690,18.611,18.668,18.522,18.428,18.471,18.748,18.507,18.674,18.664,18.443,18.443,17.760,18.272,18.690,18.900,18.690,19.232,19.719,19.378,18.734,19.275,19.347,18.614,18.756,18.732,19.024,18.070,18.094,17.776,17.887,18.396,18.776,18.337,17.861,18.062,18.357,18.450,18.503,17.658,18.345,18.059,18.078,18.096,17.936,17.668,17.755,19.615,19.098,18.597,19.398,18.952,18.428,18.986,19.038,18.647,18.784,18.693,19.113,18.603,18.515,18.240,18.041,18.589,18.322,18.425,17.880,17.129,18.336,18.171,17.658,17.762,17.784,17.524,18.059,18.068,19.423,19.379,19.493,19.645,19.469,19.624,19.149,19.107,18.882,19.287,18.690,18.655,18.682,18.775,18.690,18.453,18.364,18.148,18.366,18.398,17.912,17.755,17.878,18.062,18.259,17.652,17.504,17.397,17.588,17.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG(18:1/20:4/0:0),18.508,18.455,17.609,16.523,17.755,17.141,17.879,18.378,17.778,17.842,18.161,17.551,17.154,16.682,17.761,17.822,17.618,17.348,17.530,17.966,17.004,16.418,16.644,17.147,16.863,16.525,16.501,16.941,17.570,16.929,16.855,17.175,16.983,15.894,16.796,18.221,17.955,17.404,17.646,17.843,16.204,16.495,16.427,16.134,16.899,16.725,16.083,16.306,15.838,16.497,16.705,16.620,15.258,16.736,15.750,16.373,16.771,16.210,16.055,15.497,17.089,17.443,16.694,17.308,16.987,17.782,17.993,18.026,18.583,18.099,17.583,17.864,17.870,17.062,16.605,16.483,17.341,17.188,17.172,16.474,16.139,16.668,16.720,16.406,17.147,17.246,16.885,17.525,17.102,16.909,16.506,16.316,16.133,16.186,17.815,17.636,17.228,17.477,17.552,16.830,16.529,16.531,16.906,16.808,16.261,15.768,15.737,15.771,15.760,15.788,15.324,15.490,15.489,15.706,16.081,15.741,16.238,15.494,15.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
